variant.id,chr,pos,n.obs,freq,MAC,Score,Score.SE,Score.Stat,Score.pval,Est,Est.SE,PVE
128,1,354774,1518,0.7628458498023716,720,12.278392457019423,7.163391853344457,1.7140472988765603,0.08652003948407062,0.23927872912275525,0.1395986734319327,0.0025158486998395025
129,1,356953,1518,0.10342555994729907,314,11.909407552661314,5.322576305840273,2.2375268795289127,0.025251924548894827,0.4203841806971851,0.1878789410501707,0.004287216721851921
130,1,462935,1518,0.7704216073781291,697,12.485666844948279,6.966271319526373,1.7923026928266643,0.07308449218599043,0.25728292950675946,0.1435488160211349,0.002750816559725807
131,1,566217,1518,0.2951251646903821,896,-7.30375389931091,7.779207487441116,-0.9388814877482331,0.34779159484498795,-0.12069114871456754,0.1285477989389558,7.548496665441661e-4
132,1,566218,1518,0.29446640316205536,894,-7.341016723353079,7.765597403304212,-0.9453254324296446,0.3444927582187222,-0.12173248023743992,0.12877309343573573,7.652469363410585e-4
133,1,566219,1518,0.2947957839262187,895,-7.65032201324398,7.7638530307857065,-0.9853769749257816,0.32443893524992506,-0.12691855075289346,0.12880202600883076,8.314645461253181e-4
134,1,581263,1518,0.22891963109354413,695,-13.179676965017098,6.960003113307993,-1.893630900798977,0.058274018951692506,-0.2720732835849207,0.1436780966502634,0.003070644782076148
135,1,582761,1518,0.07674571805006587,233,10.764438675200102,4.645848358782839,2.3170017279729436,0.020503637637844553,0.49872521637360806,0.2152459406277283,0.0045971812938853315
136,1,583366,1518,0.3241106719367589,984,-3.6360622068363644,7.804347950270505,-0.4659021137967504,0.6412855680542475,-0.05969776293490372,0.12813370269649998,1.8587812252528706e-4
137,1,632382,1518,0.22134387351778656,672,8.117565960782498,7.000643200951467,1.1595457342661355,0.24623380584688134,0.16563417117280593,0.1428440175131463,0.0011513693936818397
138,1,636002,1518,0.15217391304347827,462,-1.3047546363894145,5.840938464892943,-0.22338099335092532,0.823238995726049,-0.03824402443093015,0.17120536468762965,4.272984832625623e-5
139,1,639631,1518,0.07279314888010541,221,8.814256966127477,4.642689924478154,1.8985237242864574,0.0576271255879064,0.4089275301968081,0.2153923730136687,0.003086533340725439
140,1,652613,1518,0.14888010540184454,452,-0.17666952162130636,5.842295064837578,-0.030239746479873823,0.975875849907555,-0.005176004659859562,0.17116561024426813,7.830603014476089e-7
141,1,652655,1518,0.14888010540184454,452,-0.17666952162130636,5.842295064837578,-0.030239746479873823,0.975875849907555,-0.005176004659859562,0.17116561024426813,7.830603014476089e-7
142,1,652699,1518,0.15316205533596838,465,-0.4010953780772333,5.91313447856427,-0.0678312626799282,0.9459199570467329,-0.01147128700113681,0.16911504441935227,3.9400226512016765e-6
143,1,719628,1518,0.37779973649538867,1147,-12.067431684607822,8.3443995435889,-1.446171365785016,0.14812914292652374,-0.17331041715231943,0.11984085790430682,0.0017909292601580326
144,1,793335,1518,0.3218050065876153,977,1.947643070563045,7.935805438005184,0.2454247506164443,0.8061275666991812,0.030926256009388316,0.12601115385351094,5.157932237128474e-5
145,1,793415,1518,0.32971014492753625,1001,3.296753844374622,8.2412278254557485,0.4000318780402492,0.6891330374683404,0.0485403251205626,0.12134114250684472,1.3703393146713118e-4
146,1,793451,1518,0.36001317523056653,1093,3.8334718260645206,8.524529076529024,0.44969895599504656,0.652927524237716,0.052753524793906006,0.11730853294328548,1.7317399429948318e-4
147,1,800935,1518,0.5352437417654808,1411,0.973811917430082,8.152977205926147,0.11944249233546834,0.9049247982168822,0.014650168805654121,0.12265458062033227,1.2216776520424465e-5
148,1,801032,1518,0.5355731225296443,1410,3.3915905359530605,8.170512113456992,0.4151013411224304,0.6780677177215856,0.05080481313267382,0.12239134905056694,1.4755270940293748e-4
149,1,806326,1518,0.546772068511199,1376,-0.4607575376043742,8.36303407115697,-0.055094542684391026,0.9560631438499881,-0.0065878653866071205,0.1195738282890502,2.599298047550783e-6
150,1,806369,1518,0.5223978919631094,1450,8.750433745617448,8.406119676239372,1.0409599295084162,0.2978941457728214,0.12383358429344994,0.11896095208192038,9.279123177809164e-4
151,1,816743,1518,0.10573122529644269,321,-2.4975110151674698,5.082711368334385,-0.49137376376064207,0.6231621170265407,-0.09667551984594912,0.19674538401493022,2.0675824821941567e-4
152,1,830449,1518,0.10243741765480896,311,-2.369639714081892,5.02548859311542,-0.47152424489195705,0.6372664102152552,-0.09382654763915163,0.19898562726217953,1.903912442230591e-4
153,1,832434,1518,0.2733860342555995,830,3.6969867356450936,7.659446366500808,0.48267022951086336,0.6293299046635076,0.06301633387262291,0.1305577390519475,1.994986408860087e-4
154,1,832786,1518,0.4976943346508564,1511,-2.9489558312905815,8.446695755998537,-0.3491253759431716,0.7269951865106219,-0.041332775090808196,0.11838948967586956,1.0437626409613432e-4
155,1,867847,1518,0.07444005270092227,226,-5.32324863995932,4.812017314710237,-1.1062405415055883,0.26862241955131466,-0.22989122215413357,0.2078130510759013,0.0010479439540660807
156,1,868929,1518,0.11264822134387352,342,-5.269644245397373,5.2576744326761045,-1.002276636348359,0.3162100033204173,-0.19063117147750247,0.19019815943434326,8.602290985890478e-4
157,1,868970,1518,0.11561264822134387,351,-4.908500602137808,5.340714080760852,-0.9190719682635641,0.3580579302062252,-0.1720878433792941,0.18724087919298188,7.233324622524154e-4
158,1,875171,1518,0.310935441370224,944,10.3220424011978,8.002009402826268,1.2899313011994349,0.19707451168872178,0.16120092295115745,0.12496861096499152,0.001424859617970449
159,1,876240,1518,0.7865612648221344,648,7.107389341551306,6.846121341336388,1.0381629227979645,0.29919421109061445,0.1516424952227492,0.14606810924633662,9.229325100425078e-4
160,1,876586,1518,0.2028985507246377,616,-11.495342046662596,7.139342400992342,-1.6101401783257778,0.10736725748467983,-0.2255306004236433,0.14006892285499625,0.002220068066498045
161,1,876608,1518,0.20454545454545456,621,-10.160962282862037,7.192255563370064,-1.4127643537322987,0.15772502254390436,-0.19642855308527465,0.13903844088813658,0.0017091428888174798
162,1,876617,1518,0.2025691699604743,615,-11.217010090044369,7.146398169010513,-1.5696032917233145,0.11650743224108553,-0.21963557789568855,0.13993063027699443,0.0021096903539163272
163,1,876630,1518,0.21442687747035574,651,-7.157385654764917,6.8779154019521185,-1.0406329878284746,0.29804591510545286,-0.1513006379132139,0.145392890368523,9.273295372874018e-4
164,1,880050,1518,0.7865612648221344,648,6.819496921691107,6.879389216090068,0.99129395175681,0.32154206547088715,0.1440962156114517,0.14536174194957885,8.414800581995303e-4
165,1,881496,1518,0.2134387351778656,648,-7.1131974620340594,6.8767575788705875,-1.0343824659298668,0.3009573981659198,-0.15041717758207637,0.14541736981867495,9.162230549045927e-4
166,1,881840,1518,0.5207509881422925,1455,-2.0045527389075803,8.37872631968196,-0.23924313343411238,0.8109170579551529,-0.028553639814218643,0.1193498822906962,4.901374412469425e-5
167,1,885211,1518,0.0813570487483531,247,-4.657528102728354,4.761494370538284,-0.97816520198927015,0.32799262402197277,-0.2054323970309954,0.21001809981914366,8.193384447591077e-4
168,1,885358,1518,0.7865612648221344,648,8.361772437145943,6.889620533713568,1.2136767759891227,0.22487117615959681,0.17616017748004184,0.14514587488623135,0.0012613772645993975
169,1,885619,1518,0.7859025032938076,650,8.38991576083343,6.922407472550259,1.2119939188934412,0.22551470844223354,0.17508271850500226,0.1444584133432402,0.0012578816946658225
170,1,885944,1518,0.7862318840579711,649,8.631231842766917,6.902355883968809,1.2504762124499462,0.21112563956920435,0.181166580435857,0.1448780701560996,0.0013390283894552505
171,1,885961,1518,0.7862318840579711,649,8.631231842766917,6.902355883968809,1.2504762124499462,0.21112563956920435,0.181166580435857,0.1448780701560996,0.0013390283894552505
172,1,885971,1518,0.7862318840579711,649,8.631231842766917,6.902355883968809,1.2504762124499462,0.21112563956920435,0.181166580435857,0.1448780701560996,0.0013390283894552505
173,1,943129,1518,0.06752305665349144,205,-6.028050667159671,4.272033282334321,-1.4110495562117504,0.1582300023462596,-0.3302992891105769,0.23408057332680257,0.001704996329947185
174,1,943164,1518,0.13866930171277997,421,-3.9552538274678186,5.888198223538887,-0.6717256582253199,0.5017583637029762,-0.11408000082945642,0.1698312390371577,3.8638725312860594e-4
175,1,943286,1518,0.13866930171277997,421,-3.9552538274678186,5.888198223538887,-0.6717256582253199,0.5017583637029762,-0.11408000082945642,0.1698312390371577,3.8638725312860594e-4
176,1,945830,1518,0.13899868247694336,422,-3.3206065830101936,5.899517419232894,-0.5628607133500027,0.5735297340065404,-0.09540792464058707,0.16950538983746719,2.7129437487982585e-4
177,1,947465,1518,0.15447957839262186,469,0.3129005691548221,6.073153614507296,0.051521925677522513,0.958909630887366,0.00848355384168928,0.164659098628963,2.2731237998729174e-6
178,1,947482,1518,0.15447957839262186,469,0.3129005691548221,6.073153614507296,0.051521925677522513,0.958909630887366,0.00848355384168928,0.164659098628963,2.2731237998729174e-6
179,1,964392,1518,0.14953886693017127,454,-0.13788860120719823,5.789809168649088,-0.023815741968464775,0.9809995833359525,-0.004113389798306877,0.17271726422605496,4.856989315694966e-7
180,1,970056,1518,0.29281949934123847,889,-0.7927139026931237,7.260886324615363,-0.10917591424144996,0.9130629637494143,-0.0150361690516114,0.13772423300580647,1.020687016240701e-5
181,1,1018646,1518,0.12845849802371542,390,-2.121889269935613,5.723957051576989,-0.37070321297239955,0.7108585969786211,-0.06476345116360863,0.17470431573634768,1.1767700750699666e-4
182,1,1077841,1518,0.3804347826086957,1155,-4.978342115616919,7.607767380897816,-0.6543762271329344,0.5128694464835246,-0.08601422656218354,0.13144460785050802,3.6668567358824985e-4
183,1,1077846,1518,0.15019762845849802,456,1.7166957150961317,5.654682081098436,0.3035883698633433,0.7614415131467978,0.05368796432926438,0.17684460163421736,7.89240159931868e-5
184,1,1078141,1518,0.15019762845849802,456,1.7166957150961317,5.654682081098436,0.3035883698633433,0.7614415131467978,0.05368796432926438,0.17684460163421736,7.89240159931868e-5
185,1,1081653,1518,0.3804347826086957,1155,-5.728591113768329,7.590739077914269,-0.7546816001667115,0.4504400492403564,-0.09942135968847947,0.13173947750484044,4.8771536603720803e-4
186,1,1132830,1518,0.3801054018445323,1154,-7.34595858995296,7.635116476179749,-0.9621279011094445,0.3359853603098118,-0.12601351978206463,0.1309737714047753,7.926921067479118e-4
187,1,1135600,1518,0.3804347826086957,1155,-7.7463847189827915,7.6274576032713775,-1.0155919733543202,0.30982372872249864,-0.13314947472388938,0.1311052846194917,8.832373684588574e-4
188,1,1135712,1518,0.1627140974967062,494,1.157105808239494,5.902445683930108,0.1960383661623197,0.8445801367208556,0.03321307414925481,0.16942129645048354,3.2909483339589516e-5
189,1,1136022,1518,0.1673254281949934,508,-9.66389654770962,5.979297850914798,-1.6162259831614005,0.10604546299224753,-0.27030364157459186,0.16724371739517974,0.0022368820489782394
190,1,1152126,1518,0.6044137022397892,1201,-16.426883154106775,8.573785939949843,-1.9159427666096913,0.055372381094402345,-0.22346519729193282,0.11663458908397356,0.003143431339811904
191,1,1152160,1518,0.19696969696969696,598,-5.140512677489239,6.945330777416232,-0.7401393601301719,0.4592154379497773,-0.10656646657303123,0.1439816233449453,4.6910052193919495e-4
192,1,1152161,1518,0.19696969696969696,598,-5.140512677489239,6.945330777416232,-0.7401393601301719,0.4592154379497773,-0.10656646657303123,0.1439816233449453,4.6910052193919495e-4
193,1,1152162,1518,0.19696969696969696,598,-5.140512677489239,6.945330777416232,-0.7401393601301719,0.4592154379497773,-0.10656646657303123,0.1439816233449453,4.6910052193919495e-4
194,1,1152163,1518,0.19696969696969696,598,-5.140512677489239,6.945330777416232,-0.7401393601301719,0.4592154379497773,-0.10656646657303123,0.1439816233449453,4.6910052193919495e-4
195,1,1152190,1518,0.2075098814229249,630,-6.644506645842733,6.755880809232416,-0.9835144866325229,0.32535428900598673,-0.14557901691937444,0.14801918924227103,8.283243682978326e-4
196,1,1152191,1518,0.20718050065876153,629,-7.073280265179917,6.732340461662675,-1.0506420917745802,0.293423001401439,-0.15605896608430067,0.14853675414879888,9.452539641243589e-4
197,1,1152201,1518,0.2075098814229249,630,-6.644506645842733,6.755880809232416,-0.9835144866325229,0.32535428900598673,-0.14557901691937444,0.14801918924227103,8.283243682978326e-4
198,1,1155148,1518,0.20322793148880106,617,-7.599876386662609,6.512624348079636,-1.1669453019969698,0.2432324595037825,-0.1791820377819065,0.153547931917011,0.0011661110624536818
199,1,1155187,1518,0.20322793148880106,617,-7.599876386662609,6.512624348079636,-1.1669453019969698,0.2432324595037825,-0.1791820377819065,0.153547931917011,0.0011661110624536818
1100,1,1174082,1518,0.3468379446640316,1053,-5.928840220636823,7.485587252235666,-0.7920340810757498,0.4283408043580251,-0.10580787510548337,0.1335900532989362,5.371884355454467e-4
1101,1,1174089,1518,0.3468379446640316,1053,-5.928840220636823,7.485587252235666,-0.7920340810757498,0.4283408043580251,-0.10580787510548337,0.1335900532989362,5.371884355454467e-4
1102,1,1174219,1518,0.16469038208168643,500,3.50533408228153,6.026995304127981,0.5816055771406813,0.5608323854264194,0.0965000879861862,0.1659201558221034,2.8966501163208146e-4
1103,1,1174236,1518,0.16469038208168643,500,3.50533408228153,6.026995304127981,0.5816055771406813,0.5608323854264194,0.0965000879861862,0.1659201558221034,2.8966501163208146e-4
1104,1,1174355,1518,0.3425559947299078,1040,-8.318065959981551,7.41327709463066,-1.122049783624872,0.26184127329535223,-0.15135678449650264,0.1348931096510998,0.0010781102328928313
1105,1,1174370,1518,0.35111989459815546,1066,-8.128124020485473,7.508927940889533,-1.0824613159788277,0.2790475955236508,-0.14415657261595663,0.13317480309732957,0.0010033759456110401
1106,1,1174646,1518,0.3725296442687747,1131,-6.756383501672064,7.662210144886716,-0.881779979133156,0.37789580043545545,-0.11508167519023232,0.13051064654854683,6.658239047406996e-4
1107,1,1210849,1518,0.3698945981554677,1123,-7.833752619319621,7.665938530230135,-1.0218908732998213,0.3068325525690168,-0.13330277424871861,0.1304471717398417,8.942273657795829e-4
1108,1,1210858,1518,0.2088274044795784,634,-9.725438778651963,6.714802523540434,-1.4483581229018998,0.1475169201671578,-0.21569630943342194,0.14892470724109128,0.0017963494867499297
1109,1,1210875,1518,0.1613965744400527,490,2.297951909619654,5.897075083210166,0.3896765561222476,0.6967757343211917,0.06607963280503476,0.1695755922876319,1.3003117059759534e-4
1110,1,1210902,1518,0.3689064558629776,1120,-8.508891267701799,7.66305938194362,-1.1103778326122857,0.26683624638606884,-0.1449000689239935,0.1304961830722973,0.001055797140796141
1111,1,1211525,1518,0.20355731225296442,618,-7.912817477601032,6.450596904539467,-1.2266798863268853,0.21994293039112317,-0.19016532957804816,0.15502441321302712,0.001288550382124937
1112,1,1214719,1518,0.16600790513833993,504,-8.589477694268007,5.872530888827069,-1.462653472050719,0.14356222367560176,-0.24906696954689958,0.17028433207606877,0.0018319845568793341
1113,1,1216479,1518,0.16699604743083005,507,-9.102955522230197,5.964856813125131,-1.5260979110512698,0.12698548224589898,-0.2558482053908198,0.16764861778401619,0.001994360717069616
1114,1,1217774,1518,0.2025691699604743,615,-8.665630927590858,6.457769235144676,-1.3418923179277584,0.17963091294400077,-0.2077950247315853,0.1548522351275373,0.001541964051080406
1115,1,1217787,1518,0.20322793148880106,617,-8.57574188412466,6.490119639294882,-1.3213534357983532,0.1863835443949356,-0.20359461908808685,0.15408036455066718,0.001495122964457423
1116,1,1220950,1518,0.21574440052700922,655,-9.231314104614093,6.746286431705142,-1.3683549013321175,0.1712010135419359,-0.20283083370153646,0.14822969794172336,0.0016033798439427074
1117,1,1270641,1518,0.383399209486166,1164,-6.37695003183206,7.677102920949911,-0.8306453746282486,0.40617399369952367,-0.1081977645970481,0.13025746955549047,5.908404465257839e-4
1118,1,1292835,1518,0.12121212121212122,368,-6.552993140229716,5.411874718189795,-1.2108545525277072,0.2259511532395021,-0.2237403146931537,0.18477885244440537,0.0012555177975871403
1119,1,1310706,1518,0.12582345191040845,382,-7.095089305677782,5.594727802502147,-1.268174173282322,0.20473575790962886,-0.22667307830689323,0.17873970554077126,0.0013771990813629062
1120,1,1313587,1518,0.0741106719367589,225,-7.5776945639341955,4.32749451099357,-1.751058157250995,0.0799358927740931,-0.4046355582433681,0.23108059350730528,0.0026256694812321012
1121,1,1314373,1518,0.3698945981554677,1123,-21.95986173807234,7.883200717176619,-2.7856530013531486,0.005342002289084957,-0.353365733195594,0.12685202824039618,0.006644968850780193
1122,1,1343882,1518,0.8876811594202898,341,10.188400078855329,5.302123430211718,1.9215697659547881,0.05465991595516822,0.3624151325873714,0.18860368174417796,0.0031619225607174986
1123,1,1343892,1518,0.8876811594202898,341,10.188400078855329,5.302123430211718,1.9215697659547881,0.05465991595516822,0.3624151325873714,0.18860368174417796,0.0031619225607174986
1124,1,1361434,1518,0.6900527009222661,941,4.7784496509680405,7.282297806068772,0.6561733367984312,0.5117126023957248,0.09010525994303649,0.13731929490258424,3.6870249268894584e-4
1125,1,1361475,1518,0.6893939393939394,943,5.037052494516432,7.3167195015488264,0.6884304493906283,0.49118175440710016,0.09409004257234395,0.13667327274037455,4.0584393250139736e-4
1126,1,1363021,1518,0.213768115942029,649,0.8235049850829358,6.6955433540612095,0.12299300318672948,0.9021126385481658,0.018369383436540303,0.14935307668397754,1.2953875764801794e-5
1127,1,1363033,1518,0.6887351778656127,945,6.445424242693583,7.326937659278481,0.8796886970276604,0.3790279741712371,0.12006226037881802,0.13648266799890788,6.626694343050009e-4
1128,1,1367954,1518,0.1686429512516469,512,2.0214533402300447,5.994719580022858,0.3372056546175154,0.7359618749106729,0.05625044676672426,0.1668134742002706,9.737077192109375e-5
1129,1,1374381,1518,0.19598155467720685,595,-5.618866276743459,7.342059824868066,-0.7652983509766522,0.44409390576997915,-0.10423482908495699,0.13620155976023657,5.015341045542779e-4
1130,1,1374382,1518,0.1953227931488801,593,-5.826661736679409,7.327910591391494,-0.7951327549662401,0.4265362829273579,-0.10850743128611955,0.13646454709405922,5.413999410105176e-4
1131,1,1374420,1518,0.1953227931488801,593,-5.826661736679409,7.327910591391494,-0.7951327549662401,0.4265362829273579,-0.10850743128611955,0.13646454709405922,5.413999410105176e-4
1132,1,1374438,1518,0.1953227931488801,593,-5.826661736679409,7.327910591391494,-0.7951327549662401,0.4265362829273579,-0.10850743128611955,0.13646454709405922,5.413999410105176e-4
1133,1,1376070,1518,0.2368247694334651,719,1.6886849943505244,6.946916895213218,0.2430840932492103,0.807940253450166,0.03499165124844198,0.14394874950772066,5.06001724553074e-5
1134,1,1380973,1518,0.7575757575757576,736,-1.7472266147443252,7.053018624967862,-0.24772749196480204,0.8043452592370482,-0.035123612333567436,0.1417832637588642,5.255176745981319e-5
1135,1,1381958,1518,0.6949934123847167,926,5.262089996170704,7.335556280776101,0.7173402799676939,0.4731641589524349,0.09778948623809065,0.1363223130903714,4.406455122517569e-4
1136,1,1381966,1518,0.9255599472990778,226,7.814066534741224,4.350117703779607,1.7962885298372409,0.07244864112467138,0.4129287187508818,0.22987883733149297,0.00276306504661242
1137,1,1381983,1518,0.047760210803689064,145,4.228174702468642,3.6967041289795146,1.1437687612927359,0.25271954826532605,0.3094023003697827,0.2705112351731684,0.0011202510955090584
1138,1,1411716,1518,0.07476943346508563,227,-7.907049648944244,4.32607641338643,-1.8277646748164227,0.067584876968506985,-0.42249939671908343,0.23115634224713227,0.0028607471533164735
1139,1,1420890,1518,0.7714097496706193,694,-3.8931793096162437,6.944483407056472,-0.5606146751909986,0.5750602451049015,-0.08072806029334641,0.14399919207580994,2.6913354981483256e-4
1140,1,1421085,1518,0.7717391304347826,693,-4.495863062284684,6.929113911762015,-0.6488366506218144,0.5164439650195297,-0.09363919526859396,0.14431859725996457,3.6050364735790906e-4
1141,1,1427092,1518,0.8204874835309618,545,1.4201892103893634,6.300809874737311,0.22539788354565657,0.8216697579728494,0.03577284317836264,0.1587097563456779,4.3504940902918846e-5
1142,1,1427346,1518,0.17918313570487485,544,-1.0756803713646268,6.274981982987957,-0.17142365894928357,0.8638906529650109,-0.02731858982448533,0.15936300736975664,2.5164044054459613e-5
1143,1,1427392,1518,0.05138339920948617,156,3.891056975620332,3.8155001908345523,1.0198025897016803,0.3078220947503254,0.26727887267609396,0.26208883501098007,8.905763061056159e-4
1144,1,1438142,1518,0.9489459815546772,155,-3.155678957495838,3.805353734826957,-0.8292734860927031,0.40694967043671204,-0.21792283815906885,0.2627876590940562,5.888904016670308e-4
1145,1,1438161,1518,0.07444005270092227,226,-8.990074809774946,4.3529938300993,-2.065262474670189,0.038898172103702416,-0.4744464511733701,0.22972695092866421,0.003652493264081984
1146,1,1438183,1518,0.9496047430830039,153,-2.2637566629092634,3.7690254630756708,-0.6006212176295435,0.5480923026784473,-0.1593571663321726,0.2653205741900086,3.089158953962658e-4
1147,1,1446294,1518,0.9239130434782609,231,9.249707124805694,4.399133011044556,2.102620471257219,0.035498958990606476,0.47796246805412246,0.22731751858590746,0.0037858263734188552
1148,1,1454085,1518,0.04907773386034255,149,2.438966483994699,3.6422937905913257,0.6696237657420637,0.5030976600780687,0.18384671974342587,0.27455226225385027,3.839729525432049e-4
1149,1,1454226,1518,0.04907773386034255,149,2.438966483994699,3.6422937905913257,0.6696237657420637,0.5030976600780687,0.18384671974342587,0.27455226225385027,3.839729525432049e-4
1150,1,1454229,1518,0.04907773386034255,149,2.438966483994699,3.6422937905913257,0.6696237657420637,0.5030976600780687,0.18384671974342587,0.27455226225385027,3.839729525432049e-4
1151,1,1454465,1518,0.04907773386034255,149,2.438966483994699,3.6422937905913257,0.6696237657420637,0.5030976600780687,0.18384671974342587,0.27455226225385027,3.839729525432049e-4
1152,1,1556762,1518,0.7341897233201581,807,-3.353441953377681,7.329854691237623,-0.45750456109130083,0.6473084246740449,-0.06241659355651601,0.13642835255594313,1.7923786896536565e-4
1153,1,1556776,1518,0.2658102766798419,807,3.1947444363761037,7.354418164347983,0.4343979856711532,0.6639994602491961,0.05906626139059981,0.1359726871185678,1.615900148982734e-4
1154,1,1556777,1518,0.2658102766798419,807,3.1947444363761037,7.354418164347983,0.4343979856711532,0.6639994602491961,0.05906626139059981,0.1359726871185678,1.615900148982734e-4
1155,1,1565413,1518,0.9453227931488801,166,-3.3533349480644983,4.044882070599001,-0.8290315736122086,0.4070865412753698,-0.2049581567873593,0.247225996344539,5.885468740823145e-4
1156,1,1565631,1518,0.05006587615283267,152,2.938518565867347,3.71606909776986,0.7907599370611414,0.42908409257562596,0.21279473450472264,0.26910156234719484,5.354614773121931e-4
1157,1,1566091,1518,0.48155467720685113,1462,-0.18842465879178386,9.382428854330984,-0.02008271650307329,0.9839773875984502,-0.00214046030243043,0.10658220973755576,3.453693798131855e-7
1158,1,1583214,1518,0.730566534914361,818,-5.921559167612428,7.414914569084357,-0.7986011318730084,0.4245217311332628,-0.10770200039831679,0.13486332049857813,5.461334260451409e-4
1159,1,1583263,1518,0.21047430830039526,639,1.1199494349782202,6.591085791034147,0.16991880708057042,0.8650739902900776,0.02578009336666668,0.1517200703653865,2.472417542593635e-5
1160,1,1584942,1518,0.1903820816864295,578,-0.31742362081718717,6.440539271467653,-0.049285255075364756,0.9606919699830407,-0.007652349127611756,0.15526650142948709,2.0800459676078075e-6
