,het.snp,maf,r
1820,0.363354455979507,0.23075367399218,-0.309028676150852
1821,0.31791829580693,0.225023594445193,0.992786329772935
1826,0.397060806255899,0.293717136308481,-0.357075926100371
1830,0.417823918026156,0.344411487124174,-0.373461992517585
1841,0.472832681677228,0.487865713900499,-0.55192061302891
1843,0.336659026560604,0.243157610893892,-0.33124807753801
1850,0.448968585681542,0.325603343669947,0.99686538119726
1861,0.246326007819873,0.141499258460294,0.999155637007657
1862,0.24673048402319,0.141566671160847,-0.201108911033689
1863,0.342321693407038,0.228461642173385,0.969211555235336
1865,0.340703788593771,0.237090467844142,-0.217371516900721
1870,0.34043413779156,0.23439395982203,-0.370675428633142
1874,0.478225697721451,0.372589995955238,0.999705005186814
1877,0.478764999325873,0.373264122960766,0.987758592361154
1878,0.478090872320345,0.372657408655791,0.997208304278333
1879,0.47579884050155,0.371376567345288,0.928080403195742
1888,0.234596197923689,0.134016448698935,0.675209041224565
1891,0.389915059997303,0.259134420924902,0.968962066174863
1894,0.365781313199407,0.270257516516112,-0.332499534691338
1896,0.04745854118916,0.0244033976001079,-0.0713620877786573
1900,0.463125252797627,0.341445328299852,-0.247616296791581
1901,0.187137656734529,0.102062828636915,0.601719842620048
1902,0.380207631117703,0.251853849265202,0.664360650841681
1928,0.175407846838344,0.0947148442766618,-0.0716970755438937
1937,0.474315761089389,0.415531886207361,0.990374270062214
1939,0.295267628421195,0.17796952945935,-0.234218719526377
1940,0.328030200889848,0.209720911419711,0.444318523996723
1956,0.182014291492517,0.0988270190103816,-0.304646854752137
1958,0.172980989618444,0.093366590265606,-0.182310570369634
1967,0.260482674935958,0.152352703249292,-0.170292132860906
1970,0.496561952271808,0.488000539301604,-0.320167597548704
1972,0.460968046379938,0.395779964945396,0.779968168140944
1977,0.22057435620871,0.120938384791695,0.390398255867931
1980,0.351489820682217,0.227517864365646,0.988713960090603
1985,0.479978427935823,0.43777807738978,-0.676442809095456
1994,0.297424834838884,0.184036672509101,0.870115125526861
1995,0.260078198732641,0.14770122691115,0.865206194304814
2004,0.46150734798436,0.427463934205204,0.999869754382463
2011,0.392611568019415,0.276796548469732,0.868972042401171
2026,0.4140488067952,0.294795739517325,0.672532674314877
2028,0.232169340703789,0.130376162869084,0.999087179336669
2039,0.280167183497371,0.167183497370905,1
2043,0.280167183497371,0.167183497370905,0.581594262274751
2050,0.35472563030875,0.213496022650667,-0.2426349784728
2058,0.334501820142915,0.210799514628556,1
2062,0.3559390589187,0.215046514763381,1
2071,0.359444519347445,0.215720641768909,0.996398179438343
2085,0.352568423891061,0.213091546447351,0.969662683894081
2086,0.359174868545234,0.215316165565593,0.997234966011221
2094,0.3510853444789,0.214102736955642,-0.452563215322494
2098,0.359579344748551,0.216192530672779,0.707757365086795
2099,0.466765538627477,0.361332074962923,0.709573932759824
2109,0.465147633814211,0.451125792099232,-0.46534838317892
2113,0.340703788593771,0.209990562221923,1
2115,0.340703788593771,0.209990562221923,0.951684314477852
2117,0.357422138330862,0.21646218147499,1
2125,0.444519347445059,0.329445867601456,-0.372515502126433
2129,0.354995281110961,0.222259673722529,-0.37772201748761
2130,0.429958204125657,0.338479169475529,-0.377699023296617
2135,0.352163947687744,0.225562896049616,0.986658725262179
2144,0.482674935957934,0.439665633005258,0.592483778821164
2147,0.453957125522448,0.423688822974248,0.0121770381629268
2157,0.356613185924228,0.214979102062829,0.997253876846054
2165,0.441013887016314,0.332546851826884,-0.369117169182551
2187,0.361062424160712,0.216529594175543,-0.476199453163591
2195,0.3535122016988,0.216664419576648,0.993993973673611
2203,0.356478360523123,0.219091276796548,0.998766449371597
2204,0.356208709720911,0.218956451395443,0.997532434815921
2206,0.354051503303222,0.217743022785493,0.997940166002014
2221,0.355534582715384,0.218619387892679,0.981707074076169
2248,0.353916677902117,0.218080086288257,-0.456217221034634
2256,0.426183092894701,0.327288661183767,0.955020712700398
2264,0.465552110017527,0.430969394633949,-0.640884294263236
2266,0.443710395038425,0.347107995146286,0.99825315360267
2281,0.354321154105433,0.219091276796548,0.996320973860912
2283,0.343130645813671,0.212147768639612,0.905379647792469
2287,0.0427396521504652,0.0216394768774437,-0.0878653743585692
2295,0.355534582715384,0.219832816502629,-0.474482956834362
2300,0.355534582715384,0.22010246730484,-0.481863776636381
2305,0.335850074153971,0.212552244842928,0.943037399208944
2306,0.350141566671161,0.225360657947957,0.997872793434129
2311,0.354051503303222,0.219226102197654,-0.451069679447374
2312,0.467709316435216,0.427329108804099,-0.634365681937133
2314,0.421733854658218,0.321963057840097,0.923696020404215
2316,0.467574491034111,0.428609950114602,-0.439803272717283
2323,0.357422138330862,0.220506943508157,0.977593952036908
2324,0.349737090467844,0.219900229203182,0.999799661118431
2325,0.34987191586895,0.219967641903735,0.999799661118431
2327,0.3559390589187,0.219765403802076,0.999795701783476
2328,0.355804233517595,0.219697991101524,0.999182746353673
2346,0.357287312929756,0.220439530807604,1
2348,0.355669408116489,0.219900229203182,0.989615491672419
2351,0.355669408116489,0.219900229203182,0.987773153352587
2355,0.509370365376837,0.398813536470271,0.964922997246998
2356,0.494404745854119,0.408992854253741,0.63282802809017
2359,0.385196170958609,0.244640690306054,0.924833159640121
2365,0.0438182553593097,0.0220439530807605,0.989046794845077
2367,0.425104489685857,0.267695833895106,1
2368,0.425104489685857,0.267695833895106,0.999812266883375
2376,0.420790076850479,0.269178913307267,1
2377,0.420790076850479,0.269178913307267,0.982792807338662
2385,0.399083187272482,0.26344883376028,0.999463718153664
2387,0.422947283268168,0.266077929081839,1
2397,0.203451530268303,0.111972495618174,-0.201323952465873
2399,0.423621410273696,0.266145341782392,0.997931038849441
2405,0.173520291222866,0.0920183362545504,-0.17223622538887
2406,0.42105972765269,0.264460024268572,0.992368979888211
2410,0.421464203856006,0.269381151408925,0.998711315239716
2416,0.420250775246056,0.264864500471889,1
2417,0.420250775246056,0.264864500471889,0.984079792593863
2423,0.503438047728192,0.458676014561143,-0.513221885307863
2426,0.42348658487259,0.266212754482945,0.999811660345998
2430,0.424160711878118,0.266549817985709,0.999435092076463
2442,0.0439530807604153,0.0222461911824188,-0.11040994380014
2455,0.42470001348254,0.266954294189025,-0.109988328375064
2469,0.476338142105973,0.3789267898072,0.75260148745483
2470,0.388162329782931,0.256235674801133,-0.163752472576086
2481,0.201563974652825,0.109950114601591,0.915331188567296
2489,0.413644330591883,0.263179182958069,-0.108413478011142
2509,0.419037346636106,0.26344883376028,0.790908256790192
2514,0.419037346636106,0.26344883376028,-0.109179661106953
2515,0.044357556963732,0.0228529054873938,0.997001550768674
2523,0.0440879061615208,0.022178778481866,-0.118877356139338
2533,0.395982203047054,0.256100849400027,0.999816005719621
2535,0.395982203047054,0.256235674801133,0.964435213988849
2549,0.0448968585681542,0.0229877308884994,-0.117044532813096
2552,0.0446272077659431,0.0235270324929217,1
2553,0.0446272077659431,0.0235270324929217,1
2564,0.424025886477012,0.266886881488472,-0.233693863842474
2572,0.424295537279223,0.266886881488472,0.999435507464769
2582,0.411352298773089,0.261224214642039,0.980095537507517
2584,0.422542807064851,0.266280167183497,0.680193397235815
2585,0.528650397734933,0.427868410408521,0.678646772287051
2592,0.528380746932722,0.425576378589726,0.684253185612869
2609,0.448159633274909,0.288661183767022,0.945063959076949
2617,0.409060266954294,0.280571659700688,0.997127706354501
2625,0.410273695564244,0.269178913307267,1
2634,0.427261696103546,0.269044087906162,-0.111249637539482
2645,0.420655251449373,0.267628421194553,-0.109430295428228
2651,0.423756235674801,0.267156532290684,-0.184870895701089
2653,0.422407981663745,0.265808278279628,0.632341646205495
2661,0.422407981663745,0.265808278279628,0.992300493391552
2666,0.423756235674801,0.267021706889578,0.998686193389426
2680,0.42591344209249,0.268504786301739,0.980145531695104
2685,0.426048267493596,0.269920453013348,0.974859449984435
2699,0.170688957799649,0.0897937171363085,-0.180678249840411
2701,0.144532829985169,0.0819738438721855,-0.240550744061448
2707,0.517999191047593,0.449103411082648,0.997439487739967
2709,0.408116489146555,0.277807738978023,-0.196299042254982
2725,0.419576648240529,0.266280167183497,0.981544706054427
2738,0.426317918295807,0.268841849804503,0.779068682242477
2741,0.426048267493596,0.268302548200081,0.983437935426986
2750,0.42348658487259,0.267426183092895,0.999065607017353
2754,0.421733854658218,0.26681946878792,0.98840254781176
2755,0.425778616691385,0.268167722798975,-0.12069324374892
2767,0.424834838883646,0.267830659296211,0.998874926795601
2768,0.424834838883646,0.267561008494,-0.110217684496593
2778,0.331266010516381,0.223877578535796,0.777566162161376
2793,0.111096130510988,0.0589187002831334,-0.024490276770966
2802,0.402858298503438,0.26560604017797,0.64418581311842
2805,0.423351759471484,0.26681946878792,1
2807,0.108264797087771,0.0592557637858973,0.475270027169072
2811,0.423082108669273,0.26681946878792,-0.196635816923826
2835,0.28717810435486,0.165970068760955,-0.270568079718042
2847,0.426183092894701,0.268504786301739,0.997374692367852
2852,0.422677632465957,0.271470945126062,0.999634044544432
2854,0.053390858837805,0.0269650802211137,-0.0482810100757067
2859,0.42227315626264,0.273156262639881,0.968568275711938
2861,0.426452743696912,0.268639611702845,-0.166936814351816
2863,0.426857219900229,0.268841849804503,-0.118977972711016
2866,0.530403127949306,0.445867601456114,-0.451646187796859
2867,0.432115410543346,0.324322502359444,-0.422472355264348
2868,0.428475124713496,0.269111500606714,0.972646149370913
2869,0.413644330591883,0.278953754887421,-0.314603079847045
2872,0.42834029931239,0.270257516516112,0.995514309164712
2881,0.420520426048268,0.26634757988405,1
2883,0.408925441553189,0.264055548065255,1
2901,0.42591344209249,0.268369960900634,-0.323899034383242
2919,0.425239315086962,0.267898071996764,0.998127058979115
2945,0.425508965889174,0.268302548200081,0.991237143361779
2950,0.426587569098018,0.270324929216664,-0.301887105276834
2951,0.333692867736282,0.207159228798706,-0.423388772601037
2971,0.410812997168667,0.267156532290684,0.999275840363641
2991,0.428205473911285,0.269515976810031,1
2992,0.428205473911285,0.269515976810031,1
3008,0.428070648510179,0.270661992719428,0.9953411558906
3012,0.42712687070244,0.270055278414453,0.996451624598147
3020,0.487124174194418,0.422475394364298,-0.505925213384485
3021,0.427531346905757,0.269044087906162,0.99962466510343
3024,0.418498045031684,0.278549278684104,-0.516580855701137
3025,0.479843602534718,0.414925171902386,-0.561433901440306
3031,0.412565727383039,0.264931913172442,0.96908702970528
3032,0.427800997707968,0.268909262505056,-0.377811494639857
3033,0.426722394499124,0.306795200215721,-0.377683259113361
3052,0.424430362680329,0.305109882701901,-0.374764210816404
3053,0.427666172306863,0.268976675205609,0.973982665850019
3054,0.415531886207361,0.265066738573547,1
3057,0.427261696103546,0.268909262505056,0.997749684053886
3062,0.427396521504651,0.268976675205609,0.998123978219064
3066,0.428609950114602,0.269448564109478,0.978020561001373
3073,0.417014965619523,0.265403802076311,0.973033730006185
3077,0.425778616691385,0.268437373601186,0.999812628042447
3080,0.426048267493596,0.268572199002292,0.998128090158281
3085,0.41526223540515,0.266414992584603,0.972443815445065
3088,0.42227315626264,0.267358770392342,0.977987585199699
3093,0.401779695294594,0.285155723338277,0.96065877335301
3100,0.488202777403263,0.388499393285695,0.726542480789706
3106,0.426722394499124,0.268235135499528,0.999061767056798
3107,0.426587569098018,0.268572199002292,0.997190862111571
3111,0.428609950114602,0.269853040312795,0.99868804486949
3115,0.407172711338816,0.262639881353647,0.999816574572113
3120,0.421194553053795,0.271942834029931,-0.516246849528726
3122,0.427261696103546,0.269313738708373,0.998500991512639
3124,0.427261696103546,0.269178913307267,0.999812704872689
3125,0.42712687070244,0.26924632600782,0.934257236055952
3144,0.498988809491708,0.485169205878388,0.609456165699788
3164,0.428609950114602,0.269987865713901,0.999812649776085
3174,0.427396521504651,0.268976675205609,0.997184291558163
3177,0.42834029931239,0.269853040312795,0.996817628964997
3179,0.427666172306863,0.269650802211137,-0.283037187571159
3200,0.427800997707968,0.269178913307267,0.613139180030889
3201,0.508831063772415,0.4697316974518,-0.868541928727796
3205,0.403936901712283,0.278144802480787,0.999662247637464
3221,0.427666172306863,0.26924632600782,0.997195346189067
3222,0.427800997707968,0.269987865713901,1
3231,0.427800997707968,0.271066468922745,0.999256470976737
3236,0.306323311311851,0.201429149251719,0.99960018338347
3245,0.428205473911285,0.273425913442092,0.987260477230341
3248,0.428879600916813,0.271066468922745,0.985288483653217
3250,0.425508965889174,0.269381151408925,0.952734447453493
3254,0.413779155992989,0.267156532290684,-0.350970979141799
3255,0.395712552244843,0.275380881758123,-0.59772904596903
3257,0.428609950114602,0.271066468922745,0.873499598688238
3264,0.428475124713496,0.270999056222192,0.99962739546021
3269,0.427800997707968,0.270527167318323,1
3271,0.428070648510179,0.270796818120534,0.999813692850673
3277,0.439261156801941,0.320075502224619,-0.601919542869796
3280,0.419711473641634,0.265808278279628,0.999252967819032
3281,0.419441822839423,0.265673452878522,0.987582138036961
